	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	sig
AAR2	6.64990884611287	-0.0615107439863016	0.178490201427096	-0.344616922915098	0.730382381664083	0.999980938187157	none
AARS	7.46810772599068	0.0838612344037039	0.174511547869653	0.480548338648294	0.630837539907191	0.999980938187157	none
AARS2	6.27106311980665	-0.112959930555933	0.181587944960968	-0.622067343623577	0.533897587088977	0.999980938187157	none
AASDH	6.77181672675085	-0.0314116402282978	0.178122992667699	-0.176348037711776	0.860020524697865	0.999980938187157	none
AASDHPPT	7.41112498799085	0.0714507847116825	0.17465147243052	0.409104966121067	0.682462631967448	0.999980938187157	none
AASS	5.38684628687399	-0.24836848843987	0.190238533031049	-1.30556351798262	0.191701033497502	0.999980938187157	none
AATF	6.31645080988198	0.128028101740937	0.192736908832423	0.664263542029991	0.506521650892293	0.999980938187157	none
AATK	5.80269722275633	-0.00710160226645166	0.194327873579394	-0.0365444345972852	0.970848248669024	0.999980938187157	none
AB488780	5.83135979499317	-0.0237923831454794	0.192975900544877	-0.123291991789133	0.9018758820782	0.999980938187157	none
ABAT	6.43546515441696	-0.114015474286377	0.179231653381043	-0.636134701296215	0.524688629403808	0.999980938187157	none
ABCA1	6.53956452071859	0.113061461217588	0.188410672146462	0.600079920789727	0.548452973630394	0.999980938187157	none
ABCA11P	5.80152527215722	-0.103989007909767	0.189591554889766	-0.54848966226491	0.583355725655134	0.999980938187157	none
ABCA12	3.21260536900247	-0.095155865302	0.260431379606893	-0.365377879753326	0.714829350934097	0.999980938187157	none
ABCA13	3.43249024681265	-0.070658068535723	0.251778422647946	-0.280635917059985	0.778989664783198	0.999980938187157	none
ABCA17P	3.99027606165346	-0.575292433508545	0.207227859209703	-2.7761346167572	0.00550094269159004	0.999980938187157	NA
ABCA2	4.38929449526827	-0.00037411695935402	0.224829570040719	-0.0016640024676748	0.998672318734608	0.999980938187157	none
ABCA3	3.72875264163372	-0.33316802328627	0.226607584008691	-1.47024215779774	0.141496180576723	0.999980938187157	NA
ABCA4	3.51952675450353	0.277804656504694	0.271624117576495	1.02275401383111	0.306424165845308	0.999980938187157	none
ABCA5	6.76908073138137	-0.0102760068903368	0.179219035831955	-0.0573376976537923	0.954276191348729	0.999980938187157	none
ABCA6	3.59219339981857	-0.258790675739959	0.234924004567093	-1.101593156548	0.270638584821325	0.999980938187157	none
ABCA7	5.7521306179084	0.135271630633549	0.202725683413279	0.667264395689733	0.504603264506203	0.999980938187157	none
ABCA8	4.84226130935154	-0.496530120481399	0.189917886982882	-2.6144463187196	0.00893722035046581	0.999980938187157	NA
ABCA9	3.9669883737847	-0.197751954173514	0.226034259372548	-0.874876024202951	0.38164136583431	0.999980938187157	none
ABCB1	4.75362593887608	-0.116446973479479	0.209703588391339	-0.555293184884231	0.578694139603174	0.999980938187157	none
ABCB10	6.52583771065162	-0.0710291331061563	0.179839188429384	-0.394959150597183	0.692873035304244	0.999980938187157	none
ABCB11	3.04571747887334	0.0981733899993792	0.278584207854201	0.352401131261393	0.724537453709975	0.999980938187157	none
ABCB4	3.44333133292451	0.103880034163875	0.262844380264317	0.395214971152942	0.692684244792501	0.999980938187157	none
ABCB5	2.90125644142713	0.07161482612947	0.281801893683703	0.254131812931857	0.799393726787639	0.999980938187157	none
ABCB6	5.3266280816472	0.122933739409258	0.21035182193504	0.584419655976273	0.558938005540863	0.999980938187157	none
ABCB7	6.06345765133004	0.0387398553154241	0.192193575109839	0.201566859315065	0.84025535583347	0.999980938187157	none
ABCB8	4.92645436673621	-0.000618539072778888	0.211867903096975	-0.00291945624484599	0.997670614245278	0.999980938187157	none
ABCB9	4.87829526593103	0.0132353658328999	0.213676224142194	0.0619412191788459	0.950609642342094	0.999980938187157	none
ABCC1	7.28784771949361	0.0873961016078599	0.176826016504493	0.494249111841749	0.621130259182699	0.999980938187157	none
ABCC10	7.18026764002014	-0.0766798866546009	0.170697554945066	-0.449214909254429	0.653276633290656	0.999980938187157	none
ABCC11	2.95876135427583	0.103063364004465	0.282045871984619	0.365413481428599	0.714802779297844	0.999980938187157	none
ABCC12	2.56745448629226	0.0379545506409577	0.294116324871336	0.129046052297714	0.897321208983453	0.999980938187157	none
ABCC13	3.54473830485242	0.06548910563478	0.255439658493384	0.256377987744906	0.797658983216079	0.999980938187157	none
ABCC2	2.5847549619247	0.295861652996087	0.314853854316151	0.939679311338544	0.347382080342414	0.999980938187157	none
ABCC3	6.21239333135866	-0.29452490104487	0.174895947099371	-1.68400072116897	0.0921815293644925	0.999980938187157	none
ABCC4	5.62530666697259	0.0705547924656695	0.201790835036844	0.349643195900285	0.72660648895213	0.999980938187157	none
ABCC5	6.73170099055427	-0.0406338536562137	0.178253196810183	-0.227955820054569	0.8196805867652	0.999980938187157	none
ABCC6P1	4.05957052804008	0.161868922252925	0.244532002030876	0.661953940214689	0.508000740926448	0.999980938187157	none
ABCC8	2.89020228270125	-0.350317254862913	0.254904662193818	-1.37430697362666	0.16934640226325	0.999980938187157	NA
ABCC9	3.67844615196945	-0.0743199013177694	0.241665608189145	-0.307531973103932	0.758438490338598	0.999980938187157	none
ABCD1	4.5631646380198	0.12866061531996	0.228196954206445	0.563813902632385	0.572880789204984	0.999980938187157	none
ABCD2	2.66027071681946	0.0402226473925221	0.290662361940678	0.138382717060323	0.889937955385302	0.999980938187157	none
ABCD3	7.83908004271145	-0.0111784773078059	0.165849470330955	-0.0674013446379964	0.946262198758778	0.999980938187157	none
ABCD4	6.1764704275151	-0.138079561704687	0.181870494048364	-0.759219148917959	0.44772147303359	0.999980938187157	none
ABCE1	7.25554121185044	0.0377351566834931	0.174992803733531	0.215638334139466	0.82926967238332	0.999980938187157	none
ABCF1	7.20947219340749	0.0683311777708133	0.177029229645361	0.385988110029624	0.699505474583664	0.999980938187157	none
ABCF2	5.46071870389091	0.162768495129213	0.209756537199621	0.775987710811177	0.437756241986772	0.999980938187157	none
ABCF3	5.93056354982646	0.00262682819873254	0.192635970046773	0.0136362289872174	0.989120200601778	0.999980938187157	none
ABCG1	6.51250306605353	0.12978272814849	0.189739352747538	0.684005327672725	0.493971801585018	0.999980938187157	none
ABCG2	5.20585039229702	-0.132004823809903	0.199370196615196	-0.662109111848272	0.507901296635858	0.999980938187157	none
ABCG4	4.43852462701468	0.0842287844413326	0.228731823663693	0.36824252564512	0.712692403808705	0.999980938187157	none
ABCG5	2.41535383232415	0.554631993216033	0.349984476708868	1.58473312425625	0.113026982520378	0.999980938187157	NA
ABCG8	2.60590846216873	0.374874535614716	0.319889870864312	1.17188623260199	0.241242735181058	0.999980938187157	NA
ABHD1	4.52285697156444	-0.0477893811079889	0.218667666484108	-0.218547999694606	0.827002163694857	0.999980938187157	none
ABHD10	6.97648453976059	-0.0254439399928636	0.175663004132694	-0.144845183073628	0.884833107431257	0.999980938187157	none
ABHD11	6.0598051480107	0.0386942453849978	0.192247408737137	0.201273170021787	0.840484980482634	0.999980938187157	none
ABHD12	5.97877348595114	0.0905007967958052	0.196316956974165	0.460993274298333	0.644803430465391	0.999980938187157	none
ABHD13	5.07634590184612	-0.174604299850232	0.19965544325908	-0.874528122049043	0.381830712219041	0.999980938187157	none
ABHD14B	5.73752710393526	-0.169621696431308	0.187663537844355	-0.903860698672267	0.366069271110762	0.999980938187157	none
ABHD15	4.81060868341463	0.0799224746267117	0.219395109716262	0.364285579245925	0.715644767264133	0.999980938187157	none
ABHD16A	6.04576786188762	0.0336526964213654	0.192262254966325	0.175035377730588	0.861051835264454	0.999980938187157	none
ABHD16B	1.7703704619689	0.0654718133965841	0.360532736860872	0.181597415997897	0.85589867686726	0.999980938187157	none
ABHD17A	6.7159685861961	-0.00263250417443471	0.1802571958453	-0.0146041558124202	0.988347983748175	0.999980938187157	none
ABHD17B	6.94621475237795	0.00931089310973579	0.177631459193334	0.0524169150668398	0.958196496370064	0.999980938187157	none
ABHD17C	6.44188959202809	0.159320933198808	0.192399258017687	0.828074571806101	0.407628269159711	0.999980938187157	none
ABHD2	5.99893522629072	0.147313647691922	0.199024992605382	0.740176626882278	0.459192827927211	0.999980938187157	none
ABHD3	6.78420369016267	0.0350899296259801	0.181184394044465	0.193669713172805	0.846434508191473	0.999980938187157	none
ABHD4	6.07178241300939	0.0412708544102037	0.192161360404802	0.214771868409256	0.829945186839862	0.999980938187157	none
ABHD5	5.64396731742234	-0.00257328271003162	0.197478596573535	-0.0130306917037129	0.989603306498424	0.999980938187157	none
ABHD6	5.01475860475578	0.0274312547115136	0.211548026136173	0.129669159351343	0.896828183789513	0.999980938187157	none
ABHD8	3.74192922727049	0.280881852779452	0.263492951751262	1.06599379950248	0.286426444831337	0.999980938187157	none
ABI1	6.87091938071691	-0.00862373664686494	0.177841431250437	-0.0484911563420842	0.961324812368833	0.999980938187157	none
ABI2	7.20626880853657	-0.0528637374994782	0.17149566909492	-0.308251151638233	0.757891232720588	0.999980938187157	none
ABI3	5.1175637098137	-0.0247835855135235	0.206466165585628	-0.120037030974186	0.904453813551819	0.999980938187157	none
ABI3BP	4.84095450119794	-0.401935739615731	0.194253776054724	-2.06912703463999	0.0385341674283282	0.999980938187157	NA
ABL1	7.26106316100001	0.0195302978992949	0.174042654620433	0.112215582679362	0.910652474016058	0.999980938187157	none
ABL2	6.03513613344201	0.10584735651415	0.19610227849579	0.539755872935572	0.589365402340372	0.999980938187157	none
ABLIM1	7.67868084339596	0.0884844448367242	0.172216655957071	0.513797253494347	0.607393748358681	0.999980938187157	none
ABLIM2	4.72596031787406	0.0857523195526373	0.221286754911017	0.387516729535482	0.698373702192371	0.999980938187157	none
ABLIM3	3.77890921441888	0.166194198081666	0.254042199852634	0.654199177058273	0.512983491704881	0.999980938187157	none
ABO	4.42771453580352	0.0136805818326927	0.224778225792962	0.0608625759209146	0.95146865425504	0.999980938187157	none
ABR	6.0637246199497	0.0387443694018437	0.192209570866121	0.201573570073834	0.840250109101522	0.999980938187157	none
ABRA	2.68165953464795	0.226565838855512	0.303699286962108	0.746020318723302	0.455655141005206	0.999980938187157	none
ABRACL	7.77802229398116	0.29607607380288	0.181029622893745	1.63551174150466	0.101941815333327	0.999980938187157	none
ABT1	5.39986613900877	-0.101407496266697	0.197511894395195	-0.513424756403755	0.607654231915659	0.999980938187157	none
ABTB1	4.45681243949912	-0.163491336915467	0.214086343230553	-0.763670089592777	0.44506386945124	0.999980938187157	none
ABTB2	4.97878789425608	-0.0140075153116355	0.210175624078717	-0.0666467168732624	0.946862953708737	0.999980938187157	none
AC000111	1.90608983651881	0.555111613947257	0.401581797202852	1.3823126890058	0.166875711522881	0.999980938187157	NA
AC002059	5.03074941037256	-0.0522998430925863	0.20677602761985	-0.252929915012864	0.800322372059368	0.999980938187157	none
